route_id,accepted_run_count,mean_total_time_sec,std_total_time_sec,median_total_time_sec,min_total_time_sec,max_total_time_sec,mean_step_time_sec,std_step_time_sec,median_step_time_sec,outlier_count,ci_low_total_time_sec,ci_high_total_time_sec,moving_average_last_total_time_sec
A_TO_B_MAIN,1,12.0,,12.0,12.0,12.0,1.5,,1.5,0,12.0,12.0,12.0
